umap_1,umap_2,ZIP_Code,cluster,risk_tier
5.9035053,-5.9648495,92410,15,Risk Tier 16
5.929988,-5.9332905,92411,15,Risk Tier 16
5.128954,-4.409155,92501,20,Risk Tier 13
5.3964124,-4.396679,92503,20,Risk Tier 13
5.2140183,-4.5062838,92504,20,Risk Tier 13
4.9804616,-4.4756413,92505,20,Risk Tier 13
5.633433,-4.3489647,92506,20,Risk Tier 13
5.6672745,-4.148593,92507,-1,Outlier/Anomalous
5.5078845,-4.4921317,92508,20,Risk Tier 13
5.2811675,-4.3859305,92509,20,Risk Tier 13
5.9411993,-4.4545116,92530,19,Risk Tier 27
5.9358273,-4.5015984,92532,19,Risk Tier 27
8.057398,-2.5326843,92536,9,Risk Tier 43
7.7816896,-2.8659816,92539,14,Risk Tier 33
5.049029,-4.4133263,92543,20,Risk Tier 13
5.427317,-4.519218,92544,20,Risk Tier 13
5.2148204,-4.4055004,92545,20,Risk Tier 13
6.171342,-4.61135,92548,19,Risk Tier 27
8.303053,-2.2511992,92549,9,Risk Tier 43
4.9574986,-4.4719973,92551,20,Risk Tier 13
5.159252,-4.5492654,92552,20,Risk Tier 13
4.931619,-4.5097885,92553,20,Risk Tier 13
5.3075666,-4.4453874,92555,20,Risk Tier 13
5.2319384,-4.429112,92557,20,Risk Tier 13
7.689185,-2.9548824,92561,14,Risk Tier 33
6.101172,-4.3153553,92562,19,Risk Tier 27
5.90342,-4.4767375,92563,19,Risk Tier 27
5.9470625,-4.665707,92567,-1,Outlier/Anomalous
6.065427,-4.5883255,92570,19,Risk Tier 27
5.076566,-4.4715014,92571,20,Risk Tier 13
5.066203,-4.4410076,92582,20,Risk Tier 13
4.913229,-4.5039845,92583,20,Risk Tier 13
5.9189243,-4.468483,92584,19,Risk Tier 27
5.381146,-4.297028,92585,20,Risk Tier 13
4.920536,-4.5030527,92586,20,Risk Tier 13
5.641013,-4.354132,92587,-1,Outlier/Anomalous
7.504952,1.3858765,92589,23,Risk Tier 32
7.1479573,0.72757316,92590,22,Risk Tier 29
5.4301114,-4.5358977,92591,20,Risk Tier 13
5.814359,-4.397938,92592,19,Risk Tier 27
6.049358,-4.525582,92595,19,Risk Tier 27
5.976465,-4.444727,92596,19,Risk Tier 27
3.5657108,0.3632525,92602,34,Risk Tier 11
6.120397,0.3137597,92603,29,Risk Tier 25
2.9460216,-1.050953,92604,8,Risk Tier 9
2.947657,-1.0491478,92606,8,Risk Tier 9
4.482239,0.38068599,92610,-1,Outlier/Anomalous
3.8136785,-0.6580164,92612,-1,Outlier/Anomalous
2.9357963,-1.0507189,92614,8,Risk Tier 9
3.587267,0.4180802,92617,-1,Outlier/Anomalous
5.758095,-2.9162483,92618,10,Risk Tier 21
2.7218194,-1.1101257,92620,8,Risk Tier 9
5.7203226,4.486447,92621,3,Risk Tier 18
4.504305,-0.4646979,92624,28,Risk Tier 17
6.6752114,0.6777302,92625,22,Risk Tier 29
2.8141198,-1.1051852,92626,8,Risk Tier 9
2.5547066,-1.1207768,92627,8,Risk Tier 9
5.6917953,0.022338944,92629,29,Risk Tier 25
3.408143,-0.81379795,92630,-1,Outlier/Anomalous
4.7864313,4.366478,92631,-1,Outlier/Anomalous
5.51257,4.42337,92633,3,Risk Tier 18
5.5827336,4.382236,92635,3,Risk Tier 18
2.0161326,-1.7801747,92637,7,Suburban Moderate-Risk
5.579168,4.413578,92645,3,Risk Tier 18
2.754394,-1.0690967,92646,8,Risk Tier 9
2.431461,-1.0737039,92647,8,Risk Tier 9
4.3945904,-0.36657244,92648,28,Risk Tier 17
4.253876,-0.3989243,92649,28,Risk Tier 17
7.093579,0.70783216,92651,22,Risk Tier 29
5.171116,-0.2730782,92653,-1,Outlier/Anomalous
2.0531507,-1.7384082,92655,7,Suburban Moderate-Risk
4.372315,-0.34814706,92656,28,Risk Tier 17
7.698915,1.1857316,92657,23,Risk Tier 32
6.598003,0.6184691,92660,22,Risk Tier 29
6.2510414,0.39876413,92661,-1,Outlier/Anomalous
5.970864,0.23652829,92662,29,Risk Tier 25
5.7652187,0.07220369,92663,29,Risk Tier 25
4.818052,4.3768716,92665,-1,Outlier/Anomalous
5.41711,4.47201,92667,3,Risk Tier 18
4.776618,4.375424,92668,-1,Outlier/Anomalous
5.7365465,4.396694,92670,3,Risk Tier 18
4.7685237,-0.16756064,92672,28,Risk Tier 17
5.4706945,0.035380505,92673,29,Risk Tier 25
5.664706,0.093347155,92675,29,Risk Tier 25
9.161667,-0.4623168,92676,6,Risk Tier 46
5.398678,-0.014130445,92677,29,Risk Tier 25
8.068312,-2.4842534,92678,9,Risk Tier 43
6.88283,0.6070662,92679,22,Risk Tier 29
1.9572059,-1.8392929,92683,7,Suburban Moderate-Risk
5.428602,4.489284,92686,3,Risk Tier 18
4.810796,4.387253,92687,-1,Outlier/Anomalous
4.537665,-0.030699274,92688,28,Risk Tier 17
3.6011832,-0.70184,92691,-1,Outlier/Anomalous
4.250857,-0.5408443,92692,28,Risk Tier 17
4.489374,0.49941963,92694,30,Risk Tier 28
5.8313622,4.3502507,92697,3,Risk Tier 18
1.9376377,-1.8565764,92701,7,Suburban Moderate-Risk
1.8973258,-1.8898326,92703,7,Suburban Moderate-Risk
1.9165827,-1.8743452,92704,7,Suburban Moderate-Risk
4.4082103,-0.4437323,92705,28,Risk Tier 17
2.2069507,-1.6735003,92706,7,Suburban Moderate-Risk
1.9416847,-1.8544562,92707,7,Suburban Moderate-Risk
2.9263349,-1.071677,92708,8,Risk Tier 9
4.794313,4.3782477,92714,-1,Outlier/Anomalous
5.8427925,4.287953,92720,3,Risk Tier 18
2.5391953,-1.2135615,92780,8,Risk Tier 9
4.2828355,-0.46026143,92782,28,Risk Tier 17
1.9063267,-1.8925471,92801,7,Suburban Moderate-Risk
2.0617657,-1.7315372,92802,7,Suburban Moderate-Risk
1.9443926,-1.8516736,92804,7,Suburban Moderate-Risk
1.9544162,-1.8425634,92805,7,Suburban Moderate-Risk
2.1489887,-1.668528,92806,7,Suburban Moderate-Risk
4.340853,-0.38138875,92807,28,Risk Tier 17
4.533418,-0.4197109,92808,28,Risk Tier 17
4.524962,-0.37451607,92809,28,Risk Tier 17
4.065997,0.9343931,92821,30,Risk Tier 28
4.1221566,0.5822365,92823,30,Risk Tier 28
2.6716082,-1.1108909,92831,8,Risk Tier 9
2.1132994,-1.6205745,92832,7,Suburban Moderate-Risk
2.3425992,-1.4420077,92833,7,Suburban Moderate-Risk
4.2352347,-0.47992527,92835,28,Risk Tier 17
2.0170066,-1.7747321,92840,7,Suburban Moderate-Risk
1.9081091,-1.8864911,92841,7,Suburban Moderate-Risk
1.8923883,-1.8691701,92843,7,Suburban Moderate-Risk
2.0277376,-1.7625728,92844,7,Suburban Moderate-Risk
2.2829895,-1.0506399,92845,-1,Outlier/Anomalous
7.79058,-2.8179162,92846,14,Risk Tier 33
4.215142,-0.26319933,92860,28,Risk Tier 17
6.0398107,0.26648927,92861,29,Risk Tier 25
2.3989406,-1.319617,92865,8,Risk Tier 9
2.3687592,-1.0923146,92866,8,Risk Tier 9
2.9118705,-0.90371466,92867,8,Risk Tier 9
2.0296688,-1.7757832,92868,7,Suburban Moderate-Risk
4.314587,-0.5082881,92869,28,Risk Tier 17
2.6436436,-1.1479288,92870,8,Risk Tier 9
3.075844,-0.9807181,92879,8,Risk Tier 9
3.1436512,-0.9144498,92880,8,Risk Tier 9
4.278379,-0.54717296,92881,28,Risk Tier 17
3.8562567,-0.5115597,92882,34,Risk Tier 11
4.318432,0.36154276,92883,-1,Outlier/Anomalous
4.5077353,-0.20315474,92886,28,Risk Tier 17
5.40365,0.03712767,92887,29,Risk Tier 25
3.8157315,1.5262821,93001,24,Risk Tier 22
3.5433323,1.6298176,93003,24,Risk Tier 22
3.312852,1.8083823,93004,24,Risk Tier 22
3.8700774,1.5357329,93010,24,Risk Tier 22
4.183627,1.0891593,93012,30,Risk Tier 28
5.1672587,0.29809833,93013,-1,Outlier/Anomalous
3.3246515,1.7968484,93015,24,Risk Tier 22
4.237913,1.1062008,93021,30,Risk Tier 28
4.490625,1.2685716,93022,30,Risk Tier 28
4.71858,1.0881972,93023,30,Risk Tier 28
1.2282778,1.8689746,93030,32,Urban Low-Risk
1.1205585,1.8931373,93033,32,Urban Low-Risk
3.3668938,1.7356281,93035,24,Risk Tier 22
3.2503116,1.7981961,93036,-1,Outlier/Anomalous
3.5306592,1.7118194,93040,24,Risk Tier 22
1.0950687,1.8173287,93041,32,Urban Low-Risk
3.5935242,1.5898467,93060,24,Risk Tier 22
3.698037,1.6513315,93063,24,Risk Tier 22
3.925085,1.5014912,93065,24,Risk Tier 22
5.4594936,0.25134522,93066,29,Risk Tier 25
5.874498,0.35210142,93067,29,Risk Tier 25
3.8041139,1.5898737,93101,24,Risk Tier 22
5.245483,0.41251257,93103,-1,Outlier/Anomalous
4.8824,0.95134485,93105,30,Risk Tier 28
5.7693124,-2.7025223,93106,10,Risk Tier 21
7.7471056,1.2520554,93108,23,Risk Tier 32
4.2066374,1.0261317,93109,30,Risk Tier 28
5.783546,0.33065698,93110,29,Risk Tier 25
4.2703104,1.1891016,93111,30,Risk Tier 28
4.0679035,1.4198581,93117,-1,Outlier/Anomalous
3.249468,5.0631456,93201,1,Risk Tier 12
3.5202239,5.1517205,93202,1,Risk Tier 12
3.6405551,5.165157,93203,1,Risk Tier 12
3.6049352,5.197126,93204,1,Risk Tier 12
11.454925,2.6280947,93205,5,Risk Tier 40
3.6122787,5.16508,93206,1,Risk Tier 12
17.33626,4.342597,93207,45,Risk Tier 45
17.170616,4.883835,93208,-1,Outlier/Anomalous
2.797163,4.744608,93210,1,Risk Tier 12
3.9540305,5.0577483,93212,1,Risk Tier 12
3.9362657,5.048525,93215,1,Risk Tier 12
3.2850251,1.3643512,93218,24,Risk Tier 22
3.7365737,5.140086,93219,1,Risk Tier 12
6.18137,4.1716356,93220,3,Risk Tier 18
3.5419729,5.1101775,93221,1,Risk Tier 12
17.366714,4.3445325,93222,45,Risk Tier 45
3.9335887,5.033335,93223,1,Risk Tier 12
3.3260655,1.4092189,93224,24,Risk Tier 22
11.441184,2.593238,93225,5,Risk Tier 40
5.003577,1.8740839,93226,25,Risk Tier 26
3.6295598,5.2081842,93227,1,Risk Tier 12
3.610483,5.181672,93230,1,Risk Tier 12
3.5760949,5.189938,93234,1,Risk Tier 12
3.8569553,5.1063747,93235,1,Risk Tier 12
4.7266984,1.2900021,93238,-1,Outlier/Anomalous
3.1493382,5.0203323,93239,1,Risk Tier 12
4.442243,1.1899947,93240,30,Risk Tier 28
3.6979904,5.1641765,93241,1,Risk Tier 12
3.584942,5.171987,93242,1,Risk Tier 12
11.504886,2.6628263,93243,5,Risk Tier 40
4.4092245,1.1292497,93244,30,Risk Tier 28
3.4068117,5.141757,93245,1,Risk Tier 12
2.9329908,4.891676,93247,1,Risk Tier 12
2.9202719,4.8854003,93249,1,Risk Tier 12
3.6959696,5.1556687,93250,1,Risk Tier 12
5.747223,-2.672293,93251,10,Risk Tier 21
3.4060173,1.367189,93252,24,Risk Tier 22
3.327231,1.4183344,93254,24,Risk Tier 22
4.702551,1.1350876,93255,30,Risk Tier 28
3.6060154,5.174704,93256,1,Risk Tier 12
2.8645115,4.825282,93257,1,Risk Tier 12
3.282763,5.0909705,93258,1,Risk Tier 12
17.381699,4.330934,93260,45,Risk Tier 45
3.4712374,5.1317515,93261,1,Risk Tier 12
2.9736698,4.9212513,93263,1,Risk Tier 12
11.43687,2.6140602,93265,5,Risk Tier 40
3.8817909,5.1220207,93266,1,Risk Tier 12
2.8219264,4.7867813,93267,1,Risk Tier 12
3.4748788,1.352599,93268,24,Risk Tier 22
2.8594904,4.824061,93270,1,Risk Tier 12
11.472374,2.642167,93271,5,Risk Tier 40
3.6833227,5.1597433,93272,1,Risk Tier 12
2.8344538,4.802495,93274,1,Risk Tier 12
5.6244135,-2.562409,93276,10,Risk Tier 21
3.121616,4.998288,93277,1,Risk Tier 12
2.8624845,4.8368707,93280,1,Risk Tier 12
4.541097,1.1937944,93283,30,Risk Tier 28
11.475243,2.6442559,93285,5,Risk Tier 40
3.1648695,4.991473,93286,1,Risk Tier 12
5.1198263,1.8921087,93287,25,Risk Tier 26
3.0142114,4.947059,93291,1,Risk Tier 12
2.8159647,4.7892256,93292,1,Risk Tier 12
2.8247962,4.8006516,93301,1,Risk Tier 12
3.3884485,5.12444,93304,1,Risk Tier 12
3.329199,5.1107435,93305,1,Risk Tier 12
2.9034858,4.8686495,93306,1,Risk Tier 12
3.415012,5.155302,93307,1,Risk Tier 12
2.8074439,4.7817187,93308,1,Risk Tier 12
2.8757381,4.854382,93309,1,Risk Tier 12
2.7611773,4.650117,93311,1,Risk Tier 12
2.8342302,4.8066053,93312,1,Risk Tier 12
2.9327507,4.899193,93313,1,Risk Tier 12
3.1837318,1.4812169,93314,-1,Outlier/Anomalous
4.7060494,2.3050535,93401,25,Risk Tier 26
4.5024295,2.3463688,93402,25,Risk Tier 26
4.7496834,2.3161852,93405,25,Risk Tier 26
6.408665,4.032904,93412,4,Risk Tier 20
4.74702,2.2790577,93420,25,Risk Tier 26
9.116238,-0.34751946,93421,6,Risk Tier 46
4.86797,1.9690015,93422,25,Risk Tier 26
13.77651,2.3586445,93424,38,Risk Tier 37
17.26993,4.3345504,93426,45,Risk Tier 45
3.9856815,2.3404615,93427,25,Risk Tier 26
4.948094,1.8910304,93428,25,Risk Tier 26
4.782634,1.9221239,93429,25,Risk Tier 26
3.9941635,2.3348634,93430,25,Risk Tier 26
5.0816917,1.902778,93432,25,Risk Tier 26
4.057306,2.4632707,93433,25,Risk Tier 26
3.972695,2.49571,93434,25,Risk Tier 26
13.709613,2.4838824,93435,38,Risk Tier 37
3.960222,2.481662,93436,25,Risk Tier 26
4.7165017,2.302757,93440,25,Risk Tier 26
5.113299,1.5298122,93441,-1,Outlier/Anomalous
4.2092276,2.3809385,93442,25,Risk Tier 26
4.2348413,2.3443282,93444,25,Risk Tier 26
3.9731386,2.4888418,93445,25,Risk Tier 26
4.631419,2.3466492,93446,25,Risk Tier 26
4.7260933,2.2848527,93449,25,Risk Tier 26
4.869635,2.1061022,93450,25,Risk Tier 26
4.9227614,2.115093,93451,25,Risk Tier 26
7.6382394,1.5446613,93452,23,Risk Tier 32
4.798548,2.2057025,93453,25,Risk Tier 26
3.9605691,2.4970303,93454,25,Risk Tier 26
3.986291,2.4724967,93455,25,Risk Tier 26
3.9666438,2.569657,93458,25,Risk Tier 26
5.1356525,1.4798194,93460,-1,Outlier/Anomalous
4.6020412,2.30651,93461,25,Risk Tier 26
4.7106376,2.2941256,93463,25,Risk Tier 26
4.7268357,2.3405728,93465,25,Risk Tier 26
4.3686843,2.1882508,93501,25,Risk Tier 26
5.8419843,4.271708,93502,3,Risk Tier 18
5.3301997,4.455901,93504,3,Risk Tier 18
4.1774845,2.2303529,93505,25,Risk Tier 26
5.042029,1.158052,93510,-1,Outlier/Anomalous
4.9065213,2.1524417,93512,25,Risk Tier 26
4.687203,2.252272,93513,25,Risk Tier 26
5.0230217,2.1025362,93514,25,Risk Tier 26
4.069968,2.2701607,93516,25,Risk Tier 26
5.131044,1.9528289,93517,25,Risk Tier 26
5.0744166,1.5176301,93518,-1,Outlier/Anomalous
4.9456472,4.506944,93519,-1,Outlier/Anomalous
3.9056299,2.0672762,93523,25,Risk Tier 26
4.3193216,2.2645693,93526,25,Risk Tier 26
4.902107,2.156506,93527,25,Risk Tier 26
4.957669,2.0727339,93528,25,Risk Tier 26
17.365536,4.3288274,93529,45,Risk Tier 45
9.237209,-0.37528533,93531,6,Risk Tier 46
11.50628,2.659383,93532,5,Risk Tier 40
3.7790296,2.306235,93534,25,Risk Tier 26
3.892286,2.282908,93535,25,Risk Tier 26
3.863491,1.9667544,93536,-1,Outlier/Anomalous
6.2191963,4.140967,93539,4,Risk Tier 20
5.153614,1.8586922,93541,25,Risk Tier 26
4.188684,1.74493,93543,-1,Outlier/Anomalous
4.762667,2.1136036,93544,25,Risk Tier 26
4.267827,2.213224,93545,25,Risk Tier 26
11.891573,3.1785343,93546,5,Risk Tier 40
4.7742453,2.2446415,93549,25,Risk Tier 26
3.753125,2.324835,93550,25,Risk Tier 26
3.9048648,1.855275,93551,24,Risk Tier 22
3.7249048,2.2554662,93552,25,Risk Tier 26
5.0128193,0.38733038,93553,-1,Outlier/Anomalous
3.9119723,2.3516257,93554,25,Risk Tier 26
4.482084,2.2797081,93555,25,Risk Tier 26
4.0910273,2.2746122,93560,25,Risk Tier 26
4.8889904,1.9461167,93561,25,Risk Tier 26
4.169244,2.2740571,93562,25,Risk Tier 26
13.676416,2.4467535,93563,38,Risk Tier 37
6.216005,4.1471553,93581,4,Risk Tier 20
4.2234635,2.1184475,93591,25,Risk Tier 26
11.65866,2.8397694,93601,5,Risk Tier 40
17.10406,5.1665616,93602,-1,Outlier/Anomalous
11.548882,2.704567,93603,5,Risk Tier 40
11.713358,2.8867493,93604,5,Risk Tier 40
17.146725,5.3283143,93605,11,Risk Tier 39
-2.6151943,14.126028,93606,0,Rural Elevated-Risk
6.496049,3.9972637,93607,4,Risk Tier 20
-2.622789,13.716218,93608,0,Rural Elevated-Risk
-2.6918254,14.052995,93609,0,Rural Elevated-Risk
-2.6470087,13.439352,93610,0,Rural Elevated-Risk
-2.7727942,13.87606,93611,0,Rural Elevated-Risk
-2.6021307,13.838779,93612,0,Rural Elevated-Risk
7.516265,1.9505383,93613,23,Risk Tier 32
11.601367,2.7753599,93614,5,Risk Tier 40
-2.6448293,14.218788,93615,0,Rural Elevated-Risk
-2.6868386,13.833052,93616,0,Rural Elevated-Risk
-2.6289067,13.467233,93618,0,Rural Elevated-Risk
-2.6623664,13.382312,93619,0,Rural Elevated-Risk
-2.6306262,14.062966,93620,0,Rural Elevated-Risk
14.002756,2.4426007,93621,38,Risk Tier 37
-2.6508746,14.229424,93622,0,Rural Elevated-Risk
11.813642,2.9980175,93623,5,Risk Tier 40
-2.6732407,13.528272,93624,0,Rural Elevated-Risk
-2.6799643,13.525924,93625,0,Rural Elevated-Risk
11.654557,2.884518,93626,5,Risk Tier 40
-2.641226,13.603508,93627,0,Rural Elevated-Risk
11.798466,2.9739103,93628,5,Risk Tier 40
6.5557003,3.9940639,93629,4,Risk Tier 20
-2.6230047,14.110513,93630,0,Rural Elevated-Risk
-2.6154213,13.393446,93631,0,Rural Elevated-Risk
17.342777,4.3694153,93633,45,Risk Tier 45
17.033577,5.589659,93634,11,Risk Tier 39
-2.6130247,13.643398,93635,0,Rural Elevated-Risk
4.719253,2.4419003,93636,25,Risk Tier 26
-2.6783793,14.125672,93637,0,Rural Elevated-Risk
-2.7132604,13.862417,93638,0,Rural Elevated-Risk
-2.647368,14.217484,93640,0,Rural Elevated-Risk
11.706693,2.8688343,93641,5,Risk Tier 40
7.455109,1.8444184,93642,23,Risk Tier 32
11.646962,2.7926943,93643,5,Risk Tier 40
11.54844,2.713181,93644,5,Risk Tier 40
11.774835,2.9914877,93645,5,Risk Tier 40
-2.6249127,14.213454,93646,0,Rural Elevated-Risk
-2.586969,14.136915,93647,0,Rural Elevated-Risk
-2.573351,13.954741,93648,0,Rural Elevated-Risk
6.776986,3.6352236,93649,4,Risk Tier 20
-2.56794,14.222767,93650,0,Rural Elevated-Risk
11.7038965,3.0002508,93651,5,Risk Tier 40
-2.805814,13.780071,93652,0,Rural Elevated-Risk
11.760336,2.9826066,93653,5,Risk Tier 40
-2.6337159,13.479372,93654,0,Rural Elevated-Risk
-2.6442158,14.144648,93656,0,Rural Elevated-Risk
-2.6396537,13.44988,93657,0,Rural Elevated-Risk
-2.716357,14.267304,93660,0,Rural Elevated-Risk
6.5017424,3.9931858,93661,4,Risk Tier 20
-2.635521,13.41629,93662,0,Rural Elevated-Risk
17.167015,4.6154666,93664,45,Risk Tier 45
-2.5464036,14.154516,93665,0,Rural Elevated-Risk
5.7666645,-2.6052978,93666,10,Risk Tier 21
11.596966,2.754966,93667,5,Risk Tier 40
-2.733107,14.194028,93668,0,Rural Elevated-Risk
16.69427,4.083342,93669,44,Risk Tier 44
-2.6309783,13.53645,93673,0,Rural Elevated-Risk
11.565124,2.7326074,93675,5,Risk Tier 40
-2.6921856,13.652432,93701,0,Rural Elevated-Risk
-2.653107,14.284009,93702,0,Rural Elevated-Risk
-2.6656218,14.263734,93703,0,Rural Elevated-Risk
-2.766394,13.867677,93704,0,Rural Elevated-Risk
-2.6520143,14.2576,93705,0,Rural Elevated-Risk
-2.608225,14.064519,93706,0,Rural Elevated-Risk
-2.6018298,14.147818,93710,0,Rural Elevated-Risk
-2.7985272,13.868431,93711,0,Rural Elevated-Risk
-2.813112,13.862936,93720,0,Rural Elevated-Risk
-2.6422317,14.161234,93721,0,Rural Elevated-Risk
-2.619747,13.970392,93722,0,Rural Elevated-Risk
-2.670758,13.437579,93723,0,Rural Elevated-Risk
-2.7020154,14.277662,93725,0,Rural Elevated-Risk
-2.6011267,13.957543,93726,0,Rural Elevated-Risk
-2.6232255,13.638368,93727,0,Rural Elevated-Risk
-2.6089523,14.249309,93728,0,Rural Elevated-Risk
7.4237146,2.0214093,93729,23,Risk Tier 32
-2.8232477,13.732805,93730,0,Rural Elevated-Risk
-2.6332088,13.374671,93737,0,Rural Elevated-Risk
17.224709,5.65004,93750,11,Risk Tier 39
-2.7318528,14.173158,93760,0,Rural Elevated-Risk
11.643952,10.803998,93901,17,Risk Tier 7
11.545221,10.819146,93905,17,Risk Tier 7
11.566687,10.837485,93906,17,Risk Tier 7
13.333339,5.358311,93907,39,Risk Tier 38
13.198069,5.383261,93908,39,Risk Tier 38
6.670847,3.875362,93912,4,Risk Tier 20
8.064446,0.89792377,93920,-1,Outlier/Anomalous
11.96376,3.2219586,93921,5,Risk Tier 40
7.605554,1.8528527,93922,23,Risk Tier 32
12.437449,4.401734,93923,27,Risk Tier 36
14.260863,4.234164,93924,40,Risk Tier 42
4.76495,2.395662,93925,25,Risk Tier 26
11.519152,10.835173,93926,17,Risk Tier 7
11.621655,10.89679,93927,17,Risk Tier 7
12.548074,6.0984817,93928,-1,Outlier/Anomalous
11.4526,10.696823,93930,17,Risk Tier 7
5.146171,2.1214674,93932,25,Risk Tier 26
11.457128,10.666556,93933,17,Risk Tier 7
13.115476,5.5293703,93940,39,Risk Tier 38
4.7599792,2.3672206,93950,25,Risk Tier 26
12.28229,4.4218593,93953,27,Risk Tier 36
13.795509,2.1082933,93954,38,Risk Tier 37
11.524235,10.809774,93955,17,Risk Tier 7
11.516441,10.703059,93960,17,Risk Tier 7
11.517108,10.408595,93962,17,Risk Tier 7
13.426272,6.1698284,94002,35,Risk Tier 31
13.448087,6.2018347,94005,35,Risk Tier 31
12.123423,4.763962,94010,27,Risk Tier 36
14.322418,7.968738,94014,26,Risk Tier 14
14.373103,8.022539,94015,26,Risk Tier 14
6.849324,3.8151662,94016,4,Risk Tier 20
12.494482,7.2108855,94017,36,Risk Tier 24
12.774399,7.3275037,94018,-1,Outlier/Anomalous
14.072958,7.75448,94019,26,Risk Tier 14
13.534149,4.057701,94020,39,Risk Tier 38
13.445797,4.0087113,94021,39,Risk Tier 38
12.063027,4.7406626,94022,27,Risk Tier 36
12.32691,6.9329324,94024,36,Risk Tier 24
13.100414,5.8976765,94025,-1,Outlier/Anomalous
8.317722,2.1281395,94027,-1,Outlier/Anomalous
12.040937,4.474918,94028,27,Risk Tier 36
13.990944,7.5604353,94030,26,Risk Tier 14
13.095208,5.742588,94037,-1,Outlier/Anomalous
14.002139,7.759708,94038,26,Risk Tier 14
13.753504,7.8427043,94040,26,Risk Tier 14
13.85423,7.8462467,94041,26,Risk Tier 14
14.022573,7.9287796,94043,26,Risk Tier 14
13.459446,6.1797047,94044,35,Risk Tier 31
12.449768,4.7715006,94060,27,Risk Tier 36
13.90589,7.5586677,94061,26,Risk Tier 14
12.059037,4.6569834,94062,27,Risk Tier 36
14.376584,8.035894,94063,26,Risk Tier 14
14.185283,7.8326907,94065,26,Risk Tier 14
14.157713,7.8179793,94066,26,Risk Tier 14
13.281067,6.4216847,94070,35,Risk Tier 31
16.358976,4.0934305,94074,-1,Outlier/Anomalous
14.320729,7.946605,94080,26,Risk Tier 14
14.178275,7.983732,94085,26,Risk Tier 14
14.231028,7.9748206,94086,26,Risk Tier 14
13.987147,7.91138,94087,26,Risk Tier 14
6.901177,3.8140545,94088,4,Risk Tier 20
14.31124,8.000758,94089,26,Risk Tier 14
12.262574,6.822569,94102,-1,Outlier/Anomalous
12.1679945,7.1605086,94103,-1,Outlier/Anomalous
7.102411,3.4488704,94104,4,Risk Tier 20
13.581263,7.7995486,94105,26,Risk Tier 14
12.340349,6.9609604,94107,36,Risk Tier 24
8.353642,2.1575034,94108,-1,Outlier/Anomalous
8.33038,2.1333535,94109,-1,Outlier/Anomalous
12.382497,7.099639,94110,36,Risk Tier 24
8.31418,2.1268463,94111,-1,Outlier/Anomalous
14.260117,7.9312596,94112,26,Risk Tier 14
12.231299,6.631172,94114,-1,Outlier/Anomalous
8.294239,2.1046653,94115,-1,Outlier/Anomalous
14.179674,7.8553863,94116,26,Risk Tier 14
11.929796,4.6653576,94117,27,Risk Tier 36
11.899613,4.6774826,94118,27,Risk Tier 36
12.254671,7.1239324,94121,36,Risk Tier 24
14.143948,7.8154645,94122,26,Risk Tier 14
8.320047,2.1276007,94123,-1,Outlier/Anomalous
14.312041,7.92918,94124,26,Risk Tier 14
12.312056,7.065309,94127,36,Risk Tier 24
6.796923,3.8460274,94130,4,Risk Tier 20
12.361211,7.059172,94131,36,Risk Tier 24
14.1808,7.825809,94132,26,Risk Tier 14
11.865873,4.6577697,94133,27,Risk Tier 36
14.300126,7.974431,94134,26,Risk Tier 14
6.868722,3.8259287,94142,4,Risk Tier 20
6.9469385,3.6307375,94150,4,Risk Tier 20
13.52909,7.8330994,94158,26,Risk Tier 14
12.394493,4.980255,94301,-1,Outlier/Anomalous
13.036525,8.8012085,94303,31,Risk Tier 8
12.081286,4.5327754,94304,27,Risk Tier 36
12.658806,5.129602,94305,-1,Outlier/Anomalous
12.831347,8.181362,94306,37,Risk Tier 19
13.054613,9.047753,94401,31,Risk Tier 8
12.819979,6.7568007,94402,36,Risk Tier 24
13.0085,8.617511,94403,31,Risk Tier 8
12.88154,8.8070345,94404,-1,Outlier/Anomalous
12.466182,8.06185,94501,37,Risk Tier 19
12.703774,8.160295,94502,-1,Outlier/Anomalous
12.887088,9.086499,94503,31,Risk Tier 8
12.480472,8.268024,94505,37,Risk Tier 19
12.295056,6.468039,94506,-1,Outlier/Anomalous
12.253283,4.490265,94507,27,Risk Tier 36
14.252889,4.2052655,94508,40,Risk Tier 42
12.983558,9.292121,94509,31,Risk Tier 8
12.883621,7.890062,94510,37,Risk Tier 19
13.996658,6.858848,94511,-1,Outlier/Anomalous
11.725987,8.17324,94512,-1,Outlier/Anomalous
12.504253,8.3181095,94513,37,Risk Tier 19
11.676988,8.079779,94514,-1,Outlier/Anomalous
16.222794,5.5459495,94515,12,Risk Tier 35
13.808684,2.3355107,94516,38,Risk Tier 37
12.778418,6.8497887,94517,36,Risk Tier 24
13.009857,8.519966,94518,-1,Outlier/Anomalous
13.240566,9.088395,94519,31,Risk Tier 8
13.217728,9.315818,94520,31,Risk Tier 8
13.047774,8.359935,94521,-1,Outlier/Anomalous
6.935051,3.8533485,94522,4,Risk Tier 20
12.931512,7.8819156,94523,37,Risk Tier 19
13.337127,6.0681086,94525,35,Risk Tier 31
12.805908,6.34084,94526,-1,Outlier/Anomalous
12.152303,4.3426514,94528,27,Risk Tier 36
12.589116,7.91726,94530,-1,Outlier/Anomalous
12.411852,8.396332,94531,37,Risk Tier 19
13.171709,9.056541,94533,31,Risk Tier 8
